,Unnamed: 0,Ligand,Receptor,EM,Target,Sender.group,Receiver.group,Ligand_sclog2FC,Receptor_sclog2FC,EM_sclog2FC,Target_sclog2FC,Path,SigWeight_5X,SigWeight_WT,log2FC,adjlog2FC,Ligand_pr_log2FC,Ligand_pr_adjlog2FC,Receptor_pr_log2FC,Receptor_pr_adjlog2FC,EM_pr_log2FC,EM_pr_adjlog2FC,Target_pr_log2FC,Target_pr_adjlog2FC,Ligand_ps_log2FC,Ligand_ps_adjlog2FC,Receptor_ps_log2FC,Receptor_ps_adjlog2FC,EM_ps_log2FC,EM_ps_adjlog2FC,Target_ps_log2FC,Target_ps_adjlog2FC,Ligand_py_log2FC,Ligand_py_adjlog2FC,Receptor_py_log2FC,Receptor_py_adjlog2FC,EM_py_log2FC,EM_py_adjlog2FC,Target_py_log2FC,Target_py_adjlog2FC,sc_up,sc_down,pr_up,pr_down,ps_up,ps_down,py_up,py_down,RNA_score,pr_score,ps_score,py_score,final_score,final_score_wKinase,Kinase_R_of_EM,Kinase_R_of_T,Kinase_EM_of_T,Kinase_R_of_EM_EIcondition1,Kinase_R_of_EM_EIcondition2,Kinase_R_of_T_EIcondition1,Kinase_R_of_T_EIcondition2,Kinase_EM_of_T_EIcondition1,Kinase_EM_of_T_EIcondition2,Kinase_score_5X,Kinase_score_WT,Path.ID
49,50,Lrfn5,Ptprs,Ntrk2,Slc50a1,Excitatory.neurons,Excitatory.neurons,0.0591015220707671,-0.0045516056427122,0.179178200288887,-0.176074218708515,Lrfn5*Ptprs*Ntrk2*Slc50a1,0.566126680665163,0.613103182407862,-0.115004975977175,-0.115004975977175,-0.127200237789237,-0.0022010106290433,-0.0902497700065452,-0.0902497700065452,0.124245145864787,0.0953977459224786,,,,,0.230319103751404,0.103014698141602,0.147060358974954,0.0311973012667061,,,,,,,0.0,0.0,,,2,2,1,2,2,0,0,1,-0.114500619940073,0.0007257137906477,0.0334597560240015,0,-0.0974078850327479,-0.0974078850327479,,,,,,,,,,0.0,0.0,Lrfn5*Ptprs*Ntrk2*Slc50a1*Excitatory.neurons*Excitatory.neurons
50,51,Lrfn5,Ptprs,Ntrk2,Klc2,Excitatory.neurons,Excitatory.neurons,0.0591015220707671,-0.0045516056427122,0.179178200288887,0.0165695323619768,Lrfn5*Ptprs*Ntrk2*Klc2,0.522861801168053,0.506550407261452,0.0457238347599198,0.0436154676105712,-0.127200237789237,-0.0022010106290433,-0.0902497700065452,-0.0902497700065452,0.124245145864787,0.0953977459224786,,,,,0.230319103751404,0.103014698141602,0.147060358974954,0.0311973012667061,,,,,,,0.0,0.0,,,3,1,1,2,2,0,0,1,0.0435878319399401,0.0007257137906477,0.0334597560240015,0,0.0606805668472647,0.0606805668472647,,,,,,,,,,0.0,0.0,Lrfn5*Ptprs*Ntrk2*Klc2*Excitatory.neurons*Excitatory.neurons
51,52,Syt1,Stx1a,Dlg4,Grin2a,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,0.236225585299372,0.0288111813968336,Syt1*Stx1a*Dlg4*Grin2a,0.537204395543508,0.467499006721979,0.200507809550577,0.196682151476098,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,-0.0951424699885132,-0.0951424699885132,-0.126087447034081,-0.126087447034081,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,-0.0623504625655674,-0.0572442390848237,0.0146018461827197,0.0146018461827197,0.0,0.0,,,0.0,0.0,0.0,0.0,3,1,0,4,1,3,0,3,0.19418464744173,-0.18363690505007,-0.153723631625486,0,0.0255043791039524,0.0255043791039524,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Dlg4*Grin2a*Excitatory.neurons*Excitatory.neurons
52,53,Syt1,Stx1a,Dlg4,Grin2b,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,0.236225585299372,0.0978667817506634,Syt1*Stx1a*Dlg4*Grin2b,0.544895375262335,0.473143755540605,0.203700661220233,0.202709257071084,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,-0.0951424699885132,-0.0951424699885132,-0.0439680761525628,-0.0439680761525628,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,-0.0623504625655674,-0.0572442390848237,0.0374105778547751,0.0374105778547751,0.0,0.0,,,0.0,0.0,0.0,0.0,3,1,0,4,1,3,0,3,0.199977634792117,-0.163265974408554,-0.148025550014009,0,0.0443318725808352,0.0443318725808352,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Dlg4*Grin2b*Excitatory.neurons*Excitatory.neurons
53,54,Syt1,Stx1a,Snap25,Gria2,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,-0.053864320192355,0.0172175847961439,Syt1*Stx1a*Snap25*Gria2,0.688487054997508,0.671665911801067,0.0356857174009851,0.0356857174009851,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,-0.0568695097714712,-0.0568695097714712,-0.065882797425021,-0.065882797425021,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,0.0746593121041717,0.0716150817330258,0.127462969294651,0.0504432156004126,0.0,0.0,,,,,0.0,0.0,2,2,0,4,2,2,0,2,0.0356705768780896,-0.159215906864632,-0.112605041577854,0,-0.100239897343154,-0.100239897343154,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Snap25*Gria2*Excitatory.neurons*Excitatory.neurons
54,55,Syt1,Stx1a,Dlg2,Grin2a,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,-0.0279253490566827,0.0288111813968336,Syt1*Stx1a*Dlg2*Grin2a,0.645717930353651,0.630436433816006,0.0345531759303647,0.0345531759303647,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,,,-0.126087447034081,-0.126087447034081,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,,,0.0146018461827197,0.0146018461827197,0.0,0.0,,,,,0.0,0.0,2,2,0,3,1,2,0,2,0.0345394312291114,-0.159922798481655,-0.139428183376085,0,-0.115136059699758,-0.115136059699758,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Dlg2*Grin2a*Excitatory.neurons*Excitatory.neurons
55,56,Syt1,Stx1a,Dlg2,Grin2b,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,-0.0279253490566827,0.0978667817506634,Syt1*Stx1a*Dlg2*Grin2b,0.65496246287727,0.638048546919635,0.0377460276000205,0.0377460276000205,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,,,-0.0439680761525628,-0.0439680761525628,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,,,0.0374105778547751,0.0374105778547751,0.0,0.0,,,,,0.0,0.0,2,2,0,3,1,2,0,2,0.0377281114343286,-0.139551867840139,-0.133730101764608,0,-0.0989128733680448,-0.0989128733680448,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Dlg2*Grin2b*Excitatory.neurons*Excitatory.neurons
56,57,Syt1,Stx1a,Thy1,Pde4a,Excitatory.neurons,Excitatory.neurons,-0.103579283011961,0.0467937794671115,0.676626447019538,0.0652892418123515,Syt1*Stx1a*Thy1*Pde4a,0.509439476569997,0.445369905869616,0.193906681738378,0.179940588102098,-0.126499329704612,-0.126499329704612,-0.409960141360824,-0.409960141360824,-0.181166431980669,-0.181166431980669,-0.182566266882469,-0.182566266882469,-0.209930019755952,-0.209930019755952,-0.383120100148587,-0.383120100148587,-0.239613994591682,-0.166095021441483,-0.0750650968833216,-0.0568187620849277,0.0,0.0,,,0.0,0.0,,,3,1,0,4,0,4,0,2,0.178023339728212,-0.218510597851067,-0.198413885929505,0,-0.0304389021620736,-0.0304389021620736,,,,,,,,,,0.0,0.0,Syt1*Stx1a*Thy1*Pde4a*Excitatory.neurons*Excitatory.neurons
57,59,Cck,Cckbr,Hdac7,Mef2c,Excitatory.neurons,Excitatory.neurons,-0.143339879651815,-0.0996848252355353,0.054320191978743,-0.0349605235093597,Cck*Cckbr*Hdac7*Mef2c,0.187457915319075,0.207019915795522,-0.143202820999553,-0.0358200856588081,-0.143472053800862,-0.0088765496631362,,,,,,,0.592351228553484,0.439891909033806,,,,,,,,,,,,,,,1,3,0,1,1,0,0,0,-0.0358047735230663,-0.0022190791333571,0.103388710441467,0,0.0147800421309888,0.0147800421309888,,,,,,,,,,0.0,0.0,Cck*Cckbr*Hdac7*Mef2c*Excitatory.neurons*Excitatory.neurons
58,62,Fgf12,Scn1a,Dlg4,Grin2a,Excitatory.neurons,Excitatory.neurons,0.0018914108628226,0.121233104269458,0.236225585299372,0.0288111813968336,Fgf12*Scn1a*Dlg4*Grin2a,0.421937516223452,0.367064317968026,0.200996491280629,0.149770528234535,-0.027755032044701,-0.027755032044701,6.84407094520213e-05,6.84407094520213e-05,-0.0951424699885132,-0.0951424699885132,-0.126087447034081,-0.126087447034081,-0.206749984659272,-0.206749984659272,0.484672800889052,0.382563061595901,-0.0623504625655674,-0.0572442390848237,0.0146018461827197,0.0146018461827197,,,,,0.0,0.0,0.0,0.0,4,0,1,3,2,2,0,2,0.148660640839432,-0.0619898451385842,0.0296241670505763,0,0.132477801795428,0.132477801795428,,,,,,,,,,0.0,0.0,Fgf12*Scn1a*Dlg4*Grin2a*Excitatory.neurons*Excitatory.neurons
59,63,Fgf12,Scn1a,Dlg4,Grin2b,Excitatory.neurons,Excitatory.neurons,0.0018914108628226,0.121233104269458,0.236225585299372,0.0978667817506634,Fgf12*Scn1a*Dlg4*Grin2b,0.427978257711808,0.371496382732694,0.204189342950285,0.154873384396874,-0.027755032044701,-0.027755032044701,6.84407094520213e-05,6.84407094520213e-05,-0.0951424699885132,-0.0951424699885132,-0.0439680761525628,-0.0439680761525628,-0.206749984659272,-0.206749984659272,0.484672800889052,0.382563061595901,-0.0623504625655674,-0.0572442390848237,0.0374105778547751,0.0374105778547751,,,,,0.0,0.0,0.0,0.0,4,0,1,3,2,2,0,2,0.153646898127925,-0.0416189144970683,0.035322248662053,0,0.150498565210417,0.150498565210417,,,,,,,,,,0.0,0.0,Fgf12*Scn1a*Dlg4*Grin2b*Excitatory.neurons*Excitatory.neurons
60,64,Fgf12,Scn1a,Dlg2,Grin2a,Excitatory.neurons,Excitatory.neurons,0.0018914108628226,0.121233104269458,-0.0279253490566827,0.0288111813968336,Fgf12*Scn1a*Dlg2*Grin2a,0.507167517567904,0.494997243359891,0.0350418576604162,0.0323622114042199,-0.027755032044701,-0.027755032044701,6.84407094520213e-05,6.84407094520213e-05,,,-0.126087447034081,-0.126087447034081,-0.206749984659272,-0.206749984659272,0.484672800889052,0.382563061595901,,,0.0146018461827197,0.0146018461827197,,,,,,,0.0,0.0,3,1,1,2,2,1,0,1,0.032350918349848,-0.0382757385701686,0.0439196152999773,0,0.0351728567147524,0.0351728567147524,,,,,,,,,,0.0,0.0,Fgf12*Scn1a*Dlg2*Grin2a*Excitatory.neurons*Excitatory.neurons
61,65,Fgf12,Scn1a,Dlg2,Grin2b,Excitatory.neurons,Excitatory.neurons,0.0018914108628226,0.121233104269458,-0.0279253490566827,0.0978667817506634,Fgf12*Scn1a*Dlg2*Grin2b,0.514428469123813,0.500974015640694,0.0382347093300725,0.0358517917955905,-0.027755032044701,-0.027755032044701,6.84407094520213e-05,6.84407094520213e-05,,,-0.0439680761525628,-0.0439680761525628,-0.206749984659272,-0.206749984659272,0.484672800889052,0.382563061595901,,,0.0374105778547751,0.0374105778547751,,,,,,,0.0,0.0,3,1,1,2,2,1,0,1,0.0358364389772001,-0.0179048079286528,0.049617696911454,0,0.0516928834686007,0.0516928834686007,,,,,,,,,,0.0,0.0,Fgf12*Scn1a*Dlg2*Grin2b*Excitatory.neurons*Excitatory.neurons
62,66,Stx1a,Cacna1b,Snap25,Gria2,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,-0.053864320192355,0.0172175847961439,Stx1a*Cacna1b*Snap25*Gria2,0.513251196715856,0.465300237621517,0.141503162322964,0.132361306522864,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,-0.0568695097714712,-0.0568695097714712,-0.065882797425021,-0.065882797425021,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.0746593121041717,0.0716150817330258,0.127462969294651,0.0504432156004126,,,,,,,0.0,0.0,3,1,0,4,3,1,0,1,0.131593716544081,-0.13330268637206,-0.0420775869345104,0,0.0439035798907954,0.0439035798907954,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Snap25*Gria2*Excitatory.neurons*Excitatory.neurons
63,67,Stx1a,Cacna1b,Dmd,Hivep2,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,0.208406048774068,Stx1a*Cacna1b*Dmd*Hivep2,0.370404199985989,0.300842381744512,0.300092633554476,0.188426204918344,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,0.0451630097926163,0.000148949198715,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,0.389817487428201,0.215069957047777,,,,,,,,,4,0,2,2,3,1,0,0,0.1862274374167,-0.0807545037437926,-0.0003802254502747,0,0.145660072819666,0.145660072819666,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Hivep2*Excitatory.neurons*Excitatory.neurons
64,68,Stx1a,Cacna1b,Dmd,Ptprn,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.0073829784383382,Stx1a*Cacna1b*Dmd*Ptprn,0.394107464456505,0.339789309773674,0.213948610482565,0.146025158076389,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,3,1,1,2,2,1,0,0,0.144996020024326,-0.0807917410431959,-0.0533337645157241,0,0.0779332672448663,0.0779332672448663,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Ptprn*Excitatory.neurons*Excitatory.neurons
65,69,Stx1a,Cacna1b,Dmd,Hdac7,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,0.054320191978743,Stx1a*Cacna1b*Dmd*Hdac7,0.242223961335663,0.18730758920812,0.370932231757038,0.121418414622991,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,4,0,1,2,2,1,0,0,0.120825244734338,-0.0807917410431959,-0.0533337645157241,0,0.0537624919548778,0.0537624919548778,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Hdac7*Excitatory.neurons*Excitatory.neurons
66,70,Stx1a,Cacna1b,Dmd,Actl6b,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.0191785508102811,Stx1a*Cacna1b*Dmd*Actl6b,0.282223212612609,0.243365194893618,0.213713798830038,0.0897172838246882,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,-0.0914493203288552,-0.0289443296763781,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,3,1,1,3,2,1,0,0,0.0894773391542749,-0.0880258034047927,-0.0533337645157241,0,0.0187975551940165,0.0187975551940165,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Actl6b*Excitatory.neurons*Excitatory.neurons
67,71,Stx1a,Cacna1b,Dmd,Nrcam,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,0.0633882343166924,Stx1a*Cacna1b*Dmd*Nrcam,0.41861752501272,0.359484666200429,0.219702475977169,0.162089577238688,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,-0.019823336307812,-0.019823336307812,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,0.0078850372349621,0.0078850372349621,,,,,,,,,4,0,1,3,3,1,0,0,0.160684810223617,-0.0857469260662826,-0.0513625460595363,0,0.0921300741607079,0.0921300741607079,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Nrcam*Excitatory.neurons*Excitatory.neurons
68,72,Stx1a,Cacna1b,Dmd,Nin,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,0.143815953016777,Stx1a*Cacna1b*Dmd*Nin,0.362115337322873,0.296294977579973,0.289415111415282,0.176126812911603,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,4,0,1,2,2,1,0,0,0.174327940839931,-0.0807917410431959,-0.0533337645157241,0,0.107265188060471,0.107265188060471,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Nin*Excitatory.neurons*Excitatory.neurons
69,73,Stx1a,Cacna1b,Dmd,Chga,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.172066235371125,Stx1a*Cacna1b*Dmd*Chga,0.310187380160515,0.290688937277934,0.093663824137022,0.0455114298531802,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,-0.0461318023905304,-0.0461318023905304,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,-0.0841594825585452,-0.0841594825585452,,,,,,,,,3,1,1,3,2,2,0,0,0.0454800334051215,-0.0923165173424237,-0.0743241016237348,0,-0.0378402760779578,-0.0378402760779578,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Chga*Excitatory.neurons*Excitatory.neurons
70,74,Stx1a,Cacna1b,Dmd,Ndfip2,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.0589655861628116,Stx1a*Cacna1b*Dmd*Ndfip2,0.366157356357219,0.321368848901793,0.188233689184952,0.116328683795522,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,3,1,1,2,2,1,0,0,0.115806774699365,-0.0807917410431959,-0.0533337645157241,0,0.0487440219199054,0.0487440219199054,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Ndfip2*Excitatory.neurons*Excitatory.neurons
71,75,Stx1a,Cacna1b,Dmd,Cckbr,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.0996848252355353,Stx1a*Cacna1b*Dmd*Cckbr,0.225227602467305,0.217761324878495,0.0486358963515485,0.0140763233318981,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,3,1,1,2,2,1,0,0,0.0140753936978366,-0.0807917410431959,-0.0533337645157241,0,-0.0529873590816234,-0.0529873590816234,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Cckbr*Excitatory.neurons*Excitatory.neurons
72,76,Stx1a,Cacna1b,Dmd,Madd,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,0.0601533581753329,Stx1a*Cacna1b*Dmd*Madd,0.36000886721909,0.302927434574302,0.249060199881625,0.15034079326372,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,,,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,4,0,1,2,2,1,0,0,0.149218255686597,-0.0807917410431959,-0.0533337645157241,0,0.0821555029071366,0.0821555029071366,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Madd*Excitatory.neurons*Excitatory.neurons
73,77,Stx1a,Cacna1b,Dmd,Khdrbs2,Excitatory.neurons,Excitatory.neurons,0.0633915162225852,0.120371336579976,0.146286726415452,-0.0417231894936687,Stx1a*Cacna1b*Dmd*Khdrbs2,0.339862504734624,0.297491403810642,0.19210322410655,0.106852944467847,-0.409960141360824,-0.409960141360824,-0.0511649582449302,-0.0221796243594624,0.0876717967982194,0.0876717967982194,0.0831803367857358,0.0011229977976871,-0.383120100148587,-0.383120100148587,0.0753525969705706,0.0753525969705706,0.40584702294658,0.0770206047096832,,,,,,,,,,,3,1,2,2,2,1,0,0,0.106448126837148,-0.080510991711794,-0.0533337645157241,0,0.0395257487233889,0.0395257487233889,,,,,,,,,,0.0,0.0,Stx1a*Cacna1b*Dmd*Khdrbs2*Excitatory.neurons*Excitatory.neurons
